Number,MAC,SSID,Frequency,Signal,LAT,LON,ALT,Time,Aprrox. w-center Algo1
168,1c:b9:c4:95:44:87, ,5180,-91.0,32.104750634791365,35.21122999135554,699.6870730661486,2017-12-03 08:40:40,Aprrox. w-center Algo1
169,1c:b9:c4:15:44:8c,Ariel_University,5180,-92.0,32.10473150718274,35.211193917522,695.551073827083,2017-12-03 08:40:40,Aprrox. w-center Algo1
170,1c:b9:c4:94:30:07, ,5180,-84.0,32.10506214894986,35.21071549460977,692.6868607099875,2017-12-03 08:40:43,Aprrox. w-center Algo1
171,1c:b9:c4:14:30:0c,Ariel_University,5180,-85.0,32.10506214894986,35.21071549460977,692.6868607099875,2017-12-03 08:40:43,Aprrox. w-center Algo1
172,1c:b9:c4:14:30:08,Ariel_University,2412,-90.0,32.10501114734997,35.21068038303641,697.5475606772845,2017-12-03 08:44:55,Aprrox. w-center Algo1
173,1c:b9:c4:16:2d:e8,Ariel_University,2462,-92.0,32.10496709688373,35.210591605370006,711.7793433242696,2017-12-03 08:53:29,Aprrox. w-center Algo1
174,ac:83:f3:b2:00:e9,SAMSONIX R500-e-09,2412,-84.0,32.10500248118355,35.210472263787054,692.7188464192927,2017-12-03 08:40:46,Aprrox. w-center Algo1
175,1c:b9:c4:15:25:48,Ariel_University,2412,-89.0,32.10478583176787,35.2102680920747,709.6779235275282,2017-12-03 08:47:26,Aprrox. w-center Algo1
176,1c:b9:c4:95:44:57, ,5220,-89.0,32.10500097336687,35.21047477768118,710.7476613871767,2017-12-03 08:40:46,Aprrox. w-center Algo1
177,00:11:6b:11:7d:c7,yosh,2472,-92.0,32.10474771083766,35.2102109468748,707.667321706579,2017-12-03 08:50:04,Aprrox. w-center Algo1
178,38:a2:8c:02:e7:6e,SAMSONIX ML_003,2437,-91.0,32.10500248118355,35.210472263787054,692.7188464192927,2017-12-03 08:40:46,Aprrox. w-center Algo1
179,1c:b9:c4:16:2d:ec,Ariel_University,5180,-85.0,32.10493191549645,35.21025667401684,692.7030958914264,2017-12-03 08:40:49,Aprrox. w-center Algo1
180,1c:b9:c4:15:20:38,Ariel_University,2462,-89.0,32.1048194748832,35.21014193535791,697.8852428165849,2017-12-03 08:45:07,Aprrox. w-center Algo1
181,1c:b9:c4:96:2d:e7, ,5180,-89.0,32.10492987261436,35.21027044008996,708.8736268991172,2017-12-03 08:40:49,Aprrox. w-center Algo1
182,c2:6c:ac:9f:fb:1f,shapedo,2412,-91.0,32.10447681067298,35.209669769320556,690.2290859711214,2017-12-03 08:40:49,Aprrox. w-center Algo1
183,1c:b9:c4:15:34:b8,Ariel_University,2437,-92.0,32.10493191549645,35.21025667401684,692.7030958914264,2017-12-03 08:40:49,Aprrox. w-center Algo1
184,c4:12:f5:fd:6a:74,mati-sh1,2452,-85.0,32.10483384066018,35.21004948359021,692.7415284537185,2017-12-03 08:40:52,Aprrox. w-center Algo1
185,a2:6c:ac:a0:3d:eb,giftwizard,2422,-92.0,32.10431149215424,35.20956936606118,702.6361766400565,2017-12-03 08:49:44,Aprrox. w-center Algo1
186,a2:6c:ac:9f:fb:1f,Neuropplied,2412,-89.0,32.10470345764715,35.20992677977548,697.5095333602674,2017-12-03 08:40:52,Aprrox. w-center Algo1
187,90:6c:ac:a0:3d:eb,Guest,2422,-89.0,32.10404641722984,35.20961661536588,697.9621809661928,2017-12-03 08:40:52,Aprrox. w-center Algo1
188,8c:0c:90:2f:36:58,Ariel_University,2412,-89.0,32.104756095893336,35.20996993134828,699.1416431415805,2017-12-03 08:40:52,Aprrox. w-center Algo1
189,a2:6c:ac:a0:7b:4d,Guest,2462,-85.0,32.10441959041556,35.20959774845923,688.5179881893049,2017-12-03 08:50:23,Aprrox. w-center Algo1
190,c2:6c:ac:a0:7b:55,outsense,5260,-79.0,32.10466943236545,35.20982459242701,701.9303296677489,2017-12-03 08:40:55,Aprrox. w-center Algo1
191,b2:6c:ac:a0:7b:55,magneto,5260,-79.0,32.10467817424046,35.209813646365646,708.5120395177382,2017-12-03 08:40:55,Aprrox. w-center Algo1
192,a2:6c:ac:a0:7b:55,Guest,5260,-80.0,32.10467787135877,35.209813449304924,708.6936298682328,2017-12-03 08:40:55,Aprrox. w-center Algo1
193,74:ea:3a:ad:d1:50,TP-LINK_ADD150,2427,-86.0,32.10366782318407,35.20928068339354,689.531663200415,2017-12-03 08:50:25,Aprrox. w-center Algo1
194,90:6c:ac:a0:60:4d,Guest,2412,-79.0,32.10462255556327,35.20977542687116,689.1632024869866,2017-12-03 08:45:13,Aprrox. w-center Algo1
195,a2:6c:ac:a0:60:4d,incentive2,2412,-83.0,32.104295258377164,35.2094596590395,689.2506394148126,2017-12-03 08:57:50,Aprrox. w-center Algo1
196,1c:b9:c4:14:62:4c,Ariel_University,5180,-74.0,32.10457102888188,35.209608501213296,692.8918490649098,2017-12-03 08:40:58,Aprrox. w-center Algo1
197,1c:b9:c4:14:62:48,Ariel_University,2462,-74.0,32.10369934528366,35.209380936950616,689.3970423820047,2017-12-03 08:40:58,Aprrox. w-center Algo1
198,f8:e9:03:12:ef:3c,ShapeDo-5GHz,5300,-77.0,32.10456801210062,35.209679316065845,689.8684136221324,2017-12-03 08:40:58,Aprrox. w-center Algo1
199,1c:b9:c4:94:62:47, ,5180,-79.0,32.10457102888188,35.209608501213296,692.8918490649098,2017-12-03 08:40:58,Aprrox. w-center Algo1
200,24:79:2a:2c:5b:dc,Ariel_University,5180,-89.0,32.10414268624911,35.21002391316817,703.1484393235382,2017-12-03 08:55:36,Aprrox. w-center Algo1
201,a2:6c:ac:a0:18:29,artsim,2437,-86.0,32.103666322911735,35.20929375541751,689.7993843417349,2017-12-03 08:45:22,Aprrox. w-center Algo1
202,24:79:2a:2c:5b:d8,Ariel_University,2412,-90.0,32.10418839703561,35.20976594782173,705.6455612922573,2017-12-03 08:42:32,Aprrox. w-center Algo1
203,34:8f:27:20:89:b8,Ariel_University,2437,-84.0,32.10407309039088,35.20921639183445,690.5336507207957,2017-12-03 08:41:01,Aprrox. w-center Algo1
204,a0:8c:fd:8c:79:6f,DIRECT-6E-HP DeskJet 3630 series,2437,-87.0,32.104510237697276,35.20956264842609,690.9289640836059,2017-12-03 08:41:01,Aprrox. w-center Algo1
205,34:8f:27:20:89:bc,Ariel_University,5220,-87.0,32.104466966368285,35.20942986183025,692.9030486088649,2017-12-03 08:41:01,Aprrox. w-center Algo1
206,34:8f:27:a0:89:b7, ,5220,-89.0,32.104466966368285,35.20942986183025,692.9030486088649,2017-12-03 08:41:01,Aprrox. w-center Algo1
207,ec:8c:a2:26:d3:68,Ariel_University,2462,-90.0,32.104164294132524,35.20917297872043,694.5474032120841,2017-12-03 08:41:28,Aprrox. w-center Algo1
208,1c:b9:c4:16:1d:78,Ariel_University,2412,-89.0,32.103654970994675,35.209403723040744,706.4952171092849,2017-12-03 08:41:25,Aprrox. w-center Algo1
209,58:70:c6:fb:68:7a,YICarCam_fb687a,2432,-88.0,32.104362677361316,35.20927746779735,692.9954485022049,2017-12-03 08:41:04,Aprrox. w-center Algo1
210,30:e1:71:0d:e0:65,DIRECT-64-HP DeskJet 3630 series,2437,-89.0,32.104195792901045,35.20912676733564,700.8868204723456,2017-12-03 08:41:04,Aprrox. w-center Algo1
211,1c:b9:c4:16:cc:d8,Ariel_University,2412,-85.0,32.10417409535365,35.20908661069742,691.6582550631983,2017-12-03 08:45:30,Aprrox. w-center Algo1
212,00:27:22:f3:bb:2b, ,2437,-89.0,32.10405974104211,35.20942539110444,705.4863232281272,2017-12-03 08:54:02,Aprrox. w-center Algo1
213,a0:8c:fd:0a:24:56,DIRECT-13-HP DeskJet 3630 series,2437,-90.0,32.103786906631,35.20962017513037,700.5638508523422,2017-12-03 08:45:30,Aprrox. w-center Algo1
214,1c:b9:c4:15:fd:4c,Ariel_University,5180,-91.0,32.10387248640153,35.209734729812816,709.5301393640386,2017-12-03 08:42:23,Aprrox. w-center Algo1
215,1c:b9:c4:15:fd:48,Ariel_University,2412,-90.0,32.103773104731886,35.20972811134234,702.589677482259,2017-12-03 08:41:07,Aprrox. w-center Algo1
216,1c:b9:c4:16:28:ec,Ariel_University,5180,-91.0,32.10392439292968,35.208959998416624,704.3685369474009,2017-12-03 08:41:07,Aprrox. w-center Algo1
217,00:02:6f:b8:c4:1a, ,2462,-92.0,32.10398682674761,35.208972184356085,702.3784600290483,2017-12-03 08:41:07,Aprrox. w-center Algo1
218,1c:b9:c4:16:28:e8,Ariel_University,2412,-89.0,32.10339214235731,35.208941669360314,699.4451205328417,2017-12-03 08:46:03,Aprrox. w-center Algo1
219,8c:0c:90:2e:16:88,Ariel_University,2462,-89.0,32.103692682594556,35.2096235357622,702.5487954301864,2017-12-03 08:51:21,Aprrox. w-center Algo1
220,90:6c:ac:a0:18:29,Guest,2437,-88.0,32.1039174200058,35.209477773450985,695.4689558638826,2017-12-03 08:41:10,Aprrox. w-center Algo1
221,ec:8c:a2:26:b0:e8,Ariel_University,2437,-91.0,32.10374972158088,35.208947009211194,690.5191773272743,2017-12-03 08:45:30,Aprrox. w-center Algo1
222,1c:b9:c4:15:1c:b8,Ariel_University,2412,-92.0,32.10337919926983,35.20960801931254,700.571701798981,2017-12-03 09:09:03,Aprrox. w-center Algo1
223,1c:b9:c4:15:23:5c,Ariel_University,5180,-91.0,32.104079300627305,35.20894493919268,693.2106002961864,2017-12-03 08:41:10,Aprrox. w-center Algo1
224,1c:b9:c4:95:23:57, ,5180,-92.0,32.104079300627305,35.20894493919268,693.2106002961864,2017-12-03 08:41:10,Aprrox. w-center Algo1
225,b2:6c:ac:a0:3d:eb,sinusafe,2422,-93.0,32.10444357671406,35.209553133302926,708.5654223248085,2017-12-03 08:45:03,Aprrox. w-center Algo1
226,1c:b9:c4:15:23:58,Ariel_University,2437,-89.0,32.104095759568345,35.20916176553042,700.7514649455512,2017-12-03 08:45:09,Aprrox. w-center Algo1
227,40:a5:ef:7a:17:f2,2.4V1,2412,-89.0,32.103105347585924,35.209368174906416,699.2106275641881,2017-12-03 08:45:42,Aprrox. w-center Algo1
228,1c:b9:c4:95:fd:47, ,5180,-91.0,32.1037295356692,35.20938172918559,705.7432982997963,2017-12-03 08:54:05,Aprrox. w-center Algo1
229,1c:b9:c4:96:28:e7, ,5180,-90.0,32.10368839370954,35.20877681328383,691.4510767002092,2017-12-03 08:41:13,Aprrox. w-center Algo1
230,1c:b9:c4:16:cc:dc,Ariel_University,5180,-90.0,32.1037453613347,35.208747637130664,692.9018041152,2017-12-03 08:41:16,Aprrox. w-center Algo1
231,8c:0c:90:ae:16:83, ,2462,-89.0,32.10347009364959,35.20900906806353,702.7178632138339,2017-12-03 08:45:36,Aprrox. w-center Algo1
232,8c:0c:90:6e:16:88, ,2462,-88.0,32.10348383620186,35.209248073887125,703.4947231036933,2017-12-03 08:42:14,Aprrox. w-center Algo1
233,1c:b9:c4:12:7c:c8,Ariel_University,2462,-86.0,32.10297126957439,35.209068100140755,692.6017771661569,2017-12-03 08:41:19,Aprrox. w-center Algo1
234,1c:b9:c4:16:13:08,Ariel_University,2462,-89.0,32.10356596775584,35.20877573109439,697.2890669002472,2017-12-03 08:41:19,Aprrox. w-center Algo1
235,1c:b9:c4:12:7c:cc,Ariel_University,5180,-90.0,32.10302115000105,35.208813904216676,691.9923582374439,2017-12-03 08:41:22,Aprrox. w-center Algo1
236,1c:b9:c4:92:7c:c7, ,5180,-84.0,32.10290082863347,35.20885512897605,691.8458350165494,2017-12-03 08:45:51,Aprrox. w-center Algo1
237,1c:b9:c4:12:90:bc,Ariel_University,5200,-90.0,32.10291766658479,35.20937785559372,701.0654988453012,2017-12-03 08:42:14,Aprrox. w-center Algo1
238,1c:b9:c4:16:13:0c,Ariel_University,5220,-89.0,32.10332614802254,35.20866418715774,692.4506545358308,2017-12-03 08:41:25,Aprrox. w-center Algo1
239,1c:b9:c4:96:13:07, ,5220,-91.0,32.10332614802254,35.20866418715774,692.4506545358308,2017-12-03 08:41:25,Aprrox. w-center Algo1
240,1c:b9:c4:12:90:b8,Ariel_University,2462,-94.0,32.10308898921493,35.209138355926065,704.8866236135842,2017-12-03 08:45:45,Aprrox. w-center Algo1
241,f8:d1:11:77:77:c6,HelpDesk,2427,-88.0,32.10293403245217,35.208812204647636,689.9281535727882,2017-12-03 08:57:58,Aprrox. w-center Algo1
242,8c:0c:90:2d:75:e8,Ariel_University,2412,-84.0,32.1028048822176,35.20913624799904,693.5454417831223,2017-12-03 08:41:28,Aprrox. w-center Algo1
243,1c:b9:c4:16:f4:28,Ariel_University,2462,-93.0,32.10269036476092,35.20891886156675,696.6276497024206,2017-12-03 08:50:31,Aprrox. w-center Algo1
244,34:8f:27:20:8c:18,Ariel_University,2437,-90.0,32.10287513710923,35.20909666960022,693.7861545185115,2017-12-03 08:50:47,Aprrox. w-center Algo1
245,1c:b9:c4:15:43:e8,Ariel_University,2412,-91.0,32.102604194857065,35.209032686214265,699.2025970274032,2017-12-03 08:45:51,Aprrox. w-center Algo1
246,ec:8c:a2:88:78:c7, ,5240,-90.0,32.103218438334075,35.20895591989747,694.2303369819643,2017-12-03 08:41:28,Aprrox. w-center Algo1
247,d8:5d:4c:9e:69:22,AUC_4_2_24,2412,-89.0,32.103171385632685,35.209181242011155,703.4836808765781,2017-12-03 08:55:20,Aprrox. w-center Algo1
248,1c:b9:c4:14:2f:68,Ariel_University,2437,-86.0,32.102646782759756,35.20907440652761,695.8007139840361,2017-12-03 08:45:51,Aprrox. w-center Algo1
249,1c:b9:c4:96:f4:27, ,5220,-90.0,32.10250943981619,35.20909891571277,691.7725879235369,2017-12-03 08:41:50,Aprrox. w-center Algo1
250,1c:b9:c4:14:2f:6c,Ariel_University,5180,-88.0,32.10263474546557,35.20893994700708,690.5293943929987,2017-12-03 08:41:31,Aprrox. w-center Algo1
251,1c:b9:c4:16:11:a8,Ariel_University,2412,-85.0,32.10316695240532,35.20978219210368,696.0100359615926,2017-12-03 08:41:53,Aprrox. w-center Algo1
252,ec:8c:a2:26:b1:78,Ariel_University,2412,-93.0,32.10275341520088,35.20918587238522,699.5321796445802,2017-12-03 08:46:33,Aprrox. w-center Algo1
253,1c:b9:c4:16:11:ac,Ariel_University,5220,-88.0,32.10230505755745,35.209361933228735,703.303025444913,2017-12-03 08:46:19,Aprrox. w-center Algo1
254,1c:b9:c4:16:28:fc,Ariel_University,5180,-90.0,32.102413106323766,35.209041412631116,703.4869171876358,2017-12-03 08:46:19,Aprrox. w-center Algo1
255,62:ab:1b:60:b4:cb,Bezeq Free,2447,-89.0,32.10227618336561,35.20930562496152,697.986542982391,2017-12-03 08:54:47,Aprrox. w-center Algo1
256,1c:b9:c4:14:2c:18,Ariel_University,2412,-85.0,32.10240105789399,35.209144564397185,697.9423213346126,2017-12-03 08:41:37,Aprrox. w-center Algo1
257,a0:ab:1b:60:b4:ca,036518749,2447,-87.0,32.102303497975946,35.20926608145027,690.9536641712609,2017-12-03 08:41:53,Aprrox. w-center Algo1
258,1c:b9:c4:15:ed:78,Ariel_University,2437,-89.0,32.10223248488585,35.20922047060044,689.8694230140551,2017-12-03 08:46:03,Aprrox. w-center Algo1
259,1c:b9:c4:16:04:78,Ariel_University,2462,-86.0,32.102423434796066,35.209291498816604,694.1363816126182,2017-12-03 08:41:37,Aprrox. w-center Algo1
260,1c:b9:c4:14:2b:d8,Ariel_University,2412,-85.0,32.102429715105856,35.20930498561824,693.4977443257972,2017-12-03 08:46:27,Aprrox. w-center Algo1
261,1c:b9:c4:14:2b:dc,Ariel_University,5180,-87.0,32.10222225059136,35.20924239609294,690.3532606464537,2017-12-03 08:41:40,Aprrox. w-center Algo1
262,1c:b9:c4:94:2b:d7, ,5180,-88.0,32.102278046502754,35.20926738007158,697.3514191595569,2017-12-03 08:41:40,Aprrox. w-center Algo1
263,1c:b9:c4:16:ed:38,Ariel_University,2437,-88.0,32.10307494274165,35.20976821456667,695.610220615494,2017-12-03 08:41:40,Aprrox. w-center Algo1
264,48:ee:0c:3e:86:dd,tachlit3,2442,-89.0,32.102383542734515,35.208836763486595,689.4879837201058,2017-12-03 08:41:40,Aprrox. w-center Algo1
265,a0:8c:fd:0a:d5:f5,DIRECT-F4-HP DeskJet 3630 series,2437,-91.0,32.10225546196218,35.209186718727416,700.9969498052259,2017-12-03 08:41:40,Aprrox. w-center Algo1
266,3c:52:82:ef:d4:56,DIRECT-55-HP DeskJet 3630 series,2437,-87.0,32.10218764306504,35.2092902710175,694.1649424257095,2017-12-03 08:46:09,Aprrox. w-center Algo1
267,1c:b9:c4:16:f1:48,Ariel_University,2412,-91.0,32.102273178798136,35.209586111835165,701.7410912766907,2017-12-03 08:54:50,Aprrox. w-center Algo1
268,1c:b9:c4:16:f1:4c,Ariel_University,5180,-85.0,32.10214478667037,35.209089103693636,689.2517761973078,2017-12-03 08:41:44,Aprrox. w-center Algo1
269,1c:b9:c4:15:3d:58,Ariel_University,2462,-86.0,32.10243835765006,35.20953432101453,693.7011697847591,2017-12-03 08:41:44,Aprrox. w-center Algo1
270,1c:b9:c4:15:3a:38,Ariel_University,2462,-90.0,32.10249851135721,35.209671982440454,698.1712595497459,2017-12-03 08:46:40,Aprrox. w-center Algo1
271,1c:b9:c4:15:1b:88,Ariel_University,2462,-92.0,32.10208600104862,35.20928813919664,690.0247298147439,2017-12-03 08:46:12,Aprrox. w-center Algo1
272,1c:b9:c4:95:3a:37, ,5220,-87.0,32.10204840896786,35.209305441513706,690.6637923310731,2017-12-03 08:41:47,Aprrox. w-center Algo1
273,1c:b9:c4:15:3a:3c,Ariel_University,5220,-87.0,32.102049198139355,35.20957634222167,691.3318336450411,2017-12-03 08:41:47,Aprrox. w-center Algo1
274,1c:b9:c4:15:1b:8c,Ariel_University,5290,-88.0,32.10202729086905,35.20947062720155,690.8338172894856,2017-12-03 08:41:47,Aprrox. w-center Algo1
275,1c:b9:c4:15:1e:68,Ariel_University,2412,-90.0,32.1026011941505,35.20982082682665,691.7828221299764,2017-12-03 08:50:55,Aprrox. w-center Algo1
276,1c:b9:c4:95:1b:87, ,5290,-89.0,32.10204840896786,35.209305441513706,690.6637923310731,2017-12-03 08:41:47,Aprrox. w-center Algo1
277,00:11:6b:11:02:b7,yosh,2412,-90.0,32.10202449955034,35.20958486797954,690.8964523984887,2017-12-03 08:41:47,Aprrox. w-center Algo1
278,1c:b9:c4:15:ed:7c,Ariel_University,5300,-83.0,32.10199115789806,35.20958210879809,691.3292746776632,2017-12-03 08:41:50,Aprrox. w-center Algo1
279,1c:b9:c4:15:3d:5c,Ariel_University,5180,-85.0,32.101993215281134,35.209569911503216,690.6407658565206,2017-12-03 08:41:50,Aprrox. w-center Algo1
280,1c:b9:c4:16:f4:2c,Ariel_University,5220,-89.0,32.10227852791634,35.209369750103555,707.3728818444832,2017-12-03 08:54:24,Aprrox. w-center Algo1
281,1c:b9:c4:15:1e:6c,Ariel_University,5180,-90.0,32.10251278681855,35.20963302577492,693.2846435046687,2017-12-03 08:42:08,Aprrox. w-center Algo1
282,1c:b9:c4:95:43:e7, ,5180,-90.0,32.10199115789806,35.20958210879809,691.3292746776632,2017-12-03 08:41:50,Aprrox. w-center Algo1
283,1c:b9:c4:96:04:77, ,5300,-86.0,32.10204989920807,35.20981699968769,691.9252951056196,2017-12-03 08:41:53,Aprrox. w-center Algo1
284,30:e1:71:0f:a2:72,DIRECT-71-HP DeskJet 3630 series,2437,-86.0,32.10201314920573,35.20972856511783,690.9557848714416,2017-12-03 08:41:53,Aprrox. w-center Algo1
285,1c:b9:c4:96:11:a7, ,5220,-90.0,32.10238098950909,35.209258389193515,702.8754790886982,2017-12-03 08:41:53,Aprrox. w-center Algo1
286,00:1d:aa:81:d8:3c,KCG-ADSL,2422,-93.0,32.10309350090483,35.20995961158218,701.666838497815,2017-12-03 08:51:34,Aprrox. w-center Algo1
287,c4:12:f5:f6:a0:18,lab_6.1.3,2422,-84.0,32.1029514166915,35.209975113071344,694.6329426470886,2017-12-03 08:41:59,Aprrox. w-center Algo1
288,1c:b9:c4:16:ee:98,Ariel_University,2437,-91.0,32.10289422030103,35.210103328027884,693.6903264350525,2017-12-03 08:41:59,Aprrox. w-center Algo1
289,1c:b9:c4:15:3d:68,Ariel_University,2437,-85.0,32.10310772982477,35.210261454875706,692.5816221173724,2017-12-03 08:51:08,Aprrox. w-center Algo1
290,1c:b9:c4:16:ee:9c,Ariel_University,5180,-86.0,32.10259716125353,35.20992068942939,696.4473308693133,2017-12-03 09:08:45,Aprrox. w-center Algo1
291,1c:b9:c4:15:3d:6c,Ariel_University,5220,-89.0,32.10264502460317,35.209897806241734,696.5341776276562,2017-12-03 08:42:02,Aprrox. w-center Algo1
292,1c:b9:c4:14:2c:38,Ariel_University,2437,-90.0,32.10286703920309,35.20986811576148,694.8441867658536,2017-12-03 08:42:02,Aprrox. w-center Algo1
293,1c:b9:c4:14:30:38,Ariel_University,2412,-87.0,32.10295022013594,35.2096809947032,700.5273228109975,2017-12-03 08:59:52,Aprrox. w-center Algo1
294,1c:b9:c4:96:ed:37, ,5220,-87.0,32.10294447969606,35.20968831872878,698.1641498759643,2017-12-03 08:42:05,Aprrox. w-center Algo1
295,1c:b9:c4:16:ed:3c,Ariel_University,5220,-91.0,32.10313653963864,35.20982834865989,702.8222432621485,2017-12-03 08:54:59,Aprrox. w-center Algo1
296,30:e1:71:0f:a2:49,DIRECT-47-HP DeskJet 3630 series,2437,-88.0,32.10263817156114,35.20987677611506,693.8391299561987,2017-12-03 08:42:05,Aprrox. w-center Algo1
297,1c:b9:c4:12:af:78,Ariel_University,2462,-92.0,32.10310241576167,35.20999145937535,695.377864016947,2017-12-03 08:51:08,Aprrox. w-center Algo1
298,1c:b9:c4:12:af:7c,Ariel_University,5200,-89.0,32.102975182256614,35.20967918711385,697.3000448791336,2017-12-03 08:42:05,Aprrox. w-center Algo1
299,1c:b9:c4:15:ec:38,Ariel_University,2437,-90.0,32.103087702998025,35.209862920680365,693.6063254804153,2017-12-03 08:42:05,Aprrox. w-center Algo1
300,1c:b9:c4:14:30:3c,Ariel_University,5220,-91.0,32.10298530383412,35.20969269755819,701.7019225009692,2017-12-03 08:42:05,Aprrox. w-center Algo1
301,3c:52:82:ef:c4:3c,DIRECT-3B-HP DeskJet 3630 series,2437,-82.0,32.1031126587958,35.209727130626995,698.4515190271774,2017-12-03 08:42:08,Aprrox. w-center Algo1
302,1c:b9:c4:15:ec:3c,Ariel_University,5180,-91.0,32.102966652510524,35.20967465253963,699.7362750892721,2017-12-03 09:01:34,Aprrox. w-center Algo1
303,1c:b9:c4:95:ec:37, ,5180,-90.0,32.10298166965829,35.2096776718261,699.3847452618824,2017-12-03 08:42:08,Aprrox. w-center Algo1
304,1c:b9:c4:14:2b:88,Ariel_University,2462,-90.0,32.10339904039371,35.21000244728034,697.1666480063818,2017-12-03 08:42:08,Aprrox. w-center Algo1
305,1c:b9:c4:94:30:37, ,5220,-91.0,32.10297855091711,35.209689577361985,699.0312381494077,2017-12-03 08:42:08,Aprrox. w-center Algo1
306,1c:b9:c4:92:af:77, ,5200,-86.0,32.1031242379023,35.20963378256423,698.5876172610194,2017-12-03 08:42:11,Aprrox. w-center Algo1
307,1c:b9:c4:16:06:bc,Ariel_University,5240,-89.0,32.10359919519555,35.20993953174266,701.2575630661594,2017-12-03 08:42:11,Aprrox. w-center Algo1
308,1c:b9:c4:16:06:b8,Ariel_University,2462,-92.0,32.10366081855271,35.210195174236155,705.5000753103129,2017-12-03 08:46:37,Aprrox. w-center Algo1
309,3c:52:82:ef:d4:52,DIRECT-51-HP DeskJet 3630 series,2437,-88.0,32.10360702437693,35.20990817770251,700.2261390612397,2017-12-03 08:42:14,Aprrox. w-center Algo1
310,1c:b9:c4:15:ed:b8,IT-MNG,2412,-89.0,32.10336183777687,35.20975078092387,700.4082398392861,2017-12-03 08:42:14,Aprrox. w-center Algo1
311,1c:b9:c4:16:f1:58,Ariel_University,2437,-91.0,32.10339417075131,35.20978785022239,704.3342235642417,2017-12-03 08:54:27,Aprrox. w-center Algo1
312,1c:b9:c4:96:06:b7, ,5240,-83.0,32.10377640602972,35.21008430629888,706.2198169440267,2017-12-03 08:42:17,Aprrox. w-center Algo1
313,1c:b9:c4:16:e5:a8,Ariel_University,2437,-87.0,32.10365383547506,35.21008175789614,697.34828466363,2017-12-03 08:42:17,Aprrox. w-center Algo1
314,1c:b9:c4:16:e5:ac,Ariel_University,5180,-88.0,32.10360554777893,35.20981182556972,696.9845369879256,2017-12-03 08:42:17,Aprrox. w-center Algo1
315,c0:4a:00:71:ee:ee,Onicom,2452,-91.0,32.103488096295486,35.209807180370774,699.2249391711212,2017-12-03 08:42:17,Aprrox. w-center Algo1
316,24:79:2a:2b:bd:8c,Ariel_University,5220,-88.0,32.10379299376427,35.21009379786531,703.0223738791422,2017-12-03 08:42:20,Aprrox. w-center Algo1
317,24:79:2a:ab:bd:87, ,5220,-89.0,32.10379296292741,35.2100937127936,703.0188089055943,2017-12-03 08:42:20,Aprrox. w-center Algo1
318,1c:b9:c4:16:ed:48,Ariel_University,2437,-89.0,32.10368020953502,35.210136615000295,699.7117218213049,2017-12-03 08:42:20,Aprrox. w-center Algo1
319,24:79:2a:2b:bd:88,Ariel_University,2462,-89.0,32.10381763567627,35.21032021839716,699.2272591885051,2017-12-03 09:03:09,Aprrox. w-center Algo1
320,24:79:2a:2c:5c:18,Ariel_University,2462,-85.0,32.103839289401066,35.21021506745435,702.7666618663972,2017-12-03 09:06:11,Aprrox. w-center Algo1
321,24:79:2a:2b:07:b8,Ariel_University,2462,-91.0,32.10380270114714,35.21015452322491,702.0523943814188,2017-12-03 08:46:56,Aprrox. w-center Algo1
322,60:e3:27:7b:e0:98,HelpDesk,2427,-90.0,32.104012681243084,35.20987134367359,696.5007664453647,2017-12-03 08:45:25,Aprrox. w-center Algo1
323,24:79:2a:2b:07:bc,Ariel_University,5180,-90.0,32.10384306889388,35.210176057657876,702.88736051609,2017-12-03 08:42:23,Aprrox. w-center Algo1
324,3c:52:82:ef:a4:8b,DIRECT-8A-HP DeskJet 3630 series,2437,-89.0,32.10377344097353,35.21013482043957,699.0985950915649,2017-12-03 08:42:26,Aprrox. w-center Algo1
325,8c:0c:90:2e:e8:18,Ariel_University,2437,-81.0,32.104090999088655,35.210688286028386,700.3846851705416,2017-12-03 08:42:29,Aprrox. w-center Algo1
326,1c:b9:c4:15:ed:38,Ariel_University,2437,-89.0,32.10414557428731,35.21057236330349,698.8174898852558,2017-12-03 08:42:29,Aprrox. w-center Algo1
327,8c:0c:90:2d:34:38,Ariel_University,2462,-90.0,32.10407820371239,35.21069042172931,696.4326713867214,2017-12-03 08:42:29,Aprrox. w-center Algo1
328,24:79:2a:2b:24:98,Ariel_University,2412,-89.0,32.1042508100708,35.21062416797126,694.7682635009743,2017-12-03 08:47:09,Aprrox. w-center Algo1
329,24:79:2a:2c:61:68,Ariel_University,2437,-86.0,32.104047109642735,35.21059905198306,696.7270599946686,2017-12-03 08:42:32,Aprrox. w-center Algo1
330,24:79:2a:2b:24:9c,Ariel_University,5180,-87.0,32.104065424799884,35.21056380796895,697.5076283965512,2017-12-03 08:42:32,Aprrox. w-center Algo1
331,1c:b9:c4:16:e8:fc,Ariel_University,5180,-89.0,32.10415575294136,35.21103695836558,696.100390839485,2017-12-03 08:42:32,Aprrox. w-center Algo1
332,1c:b9:c4:15:ed:3c,Ariel_University,5180,-89.0,32.10414685341135,35.210800777058985,704.4425966317007,2017-12-03 08:42:32,Aprrox. w-center Algo1
333,1c:b9:c4:15:41:7c,Ariel_University,5220,-83.0,32.10416345117808,35.2110012459743,696.2173923900879,2017-12-03 08:42:35,Aprrox. w-center Algo1
